complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,reporting_delay_hours,bank_response_delay_hours,fraud_unauthorized_flag,report_date
CBK0001037,TXN98409,USR20076,MCH8779,,,645.47,extra amount deducted,Suspicious high-value payment disputed by customer.,OPEN,,HIGH,Branch,,,0,
CBK0001813,TXN00002689,USR68461,MCH8451,,,2158.72,delivery issue,Merchant service was not delivered after payment.,OPEN,,HIGH,Call Center,,,0,
CBK0000382,TXN00000312,USR42726,MCH6175,,,-545.34,no service,User claims account was compromised before transaction.,PENDING_BANK,,MEDIUM,CHATBOT,,,0,
CBK0000706,TXN00005543,USR82059,MCH4181,,,1362.67,extra amount deducted,complaint received after multiple failed attempts.,OPEN,,P3,Call Center,,,0,
CBK0002633,TXN00018827,USR76516,MCH2530,,,2231.59,merchant service issue,Payment made to unknown merchant as per customer statement.,REJECTED,,P3,IVR,,,0,
CBK0000549,TXN00011700,USR72892,MCH1046,,,,dispute raised,Suspicious high-value payment disputed by customer.,OPEN,,LOW,Branch,,,0,
CBK0000192,TXN00001285,USR71300,MCH9402,,,,complaint,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Open,,P4,App,,,0,
CBK0001672,TXN00010193,USR30239,MCH9948,,,-1194.2,Customer Dispute,Customer complaint text unclear due to poor call center notes.,CLOSED,,Medium,Email,,,0,
CBK0002502,TXN00001155,USR59679,MCH6426,,,335.78,incorrect amount,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,,Medium,Branch,,,0,
CBK0000308,TXN00017336,USR23149,MCH8953,2026-03-23,,,Merchant Not Delivered,User says UPI PIN was not entered by them.,RESOLVED,,CRITICAL,Call Center,,,0,
CBK0001002,TXN00015644,USR20239,MCH3815,2026-03-27,,4307.19,scam,User claims account was compromised before transaction.,Pending Bank,,MEDIUM,chatbot,,,0,
CBK0001066,TXN00015023,USR41036,MCH5655,,2026-02-02,,no service,merchant service was not delivered after payment.,In Progress,,P2,ivr,,,0,2026-02-02
CBK0000617,TXN00014515,USR11419,MCH7833,2026-02-09,,,item not received,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,OPEN,,L,CHATBOT,,,0,
CBK0002721,TXN00017658,USR43499,MCH9765,,,845.38,complaint,Customer says transaction was not authorized.,Pending Bank,,Medium,Email,,,0,
CBK0001758,TXN00014222,USR16922,MCH6546,,,,extra amount deducted,Customer says amount was debited twice.,Rejected,,P4,chatbot,,,0,
CBK0002630,TXN00019209,USR61436,9582,,2026-03-28,,login compromised,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Open,,LOW,chatbot,,,0,2026-03-28
CBK0000265,TXN00016348,USR10307,MCH4590,,,,no service,User claims account was compromised before transaction.,Rejected,2026-02-18 13:58:34,Low,ivr,,,0,
CBK0000795,TXN00010007,USR13134,MCH3292,,,2021.11,amount mismatch,Customer says transaction was not authorized. details missing,In Progress,,L,IVR,,,0,
CBK0000274,TXN00005429,USR12958,MCH5946,,2026-01-18,1860.96,not delivered,Customer complaint text unclear due to poor call center notes.,OPEN,2026-02-07 14:33:08,Low,ivr,,494.5522222222222,0,2026-01-18
CBK0000779,TXN00000534,USR89996,MCH4842,,,,unauth txn,User reports money deducted but merchant denies receiving payment.,OPEN,,L,Call Center,,,0,
CBK0001116,TXN80108,USR56399,MCH3406,,,1189.65,Merchant Not Delivered,User claims account was compromised before transaction.,WIP,,P2,ivr,,,0,
CBK0000162,TXN00001838,USR56312,MCH5172,,,,fraud,Customer says transaction was not authorized.,REJECTED,,LOW,IVR,,,1,
CBK0000758,TXN00015649,USR79175,MCH9344,,,2175.05,ATO,Complaint received after multiple failed attempts.,REJECTED,,H,ivr,,,0,
CBK0000235,TXN00006623,USR14727,MCH4226,,,1154.99,no service,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,IN_PROGRESS,,L,CHATBOT,,,0,
CBK0001865,TXN00006954,USR17902,MCH6053,2026-03-21,,186.51,not delivered,Customer says transaction was not authorized.,Closed,2026-04-20 07:07:09,Medium,IVR,,,0,
CBK0001534,TXN00017134,USR12661,MCH2383,,,-2108.75,Unauthorized Transaction,Customer says transaction was not authorized.,Resolved,,P4,Branch,,,1,
CBK0001809,TXN00010916,USR20534,MCH8241,,,2538.37,Customer Dispute,Customer complaint text unclear due to poor call center notes.,Rejected,,P4,CHATBOT,,,0,
CBK0001765,TXN00013993,USR29854,MCH6810,,,2111.63,login compromised,User claims account was compromised before txn.,IN_PROGRESS,,Low,ivr,,,0,
CBK0001287,TXN00011889,USR22939,MCH9579,,,1592.55,unauth txn,User reports money deducted but merchant denies receiving payment.,Rejected,,Low,IVR,,,0,
CBK0002594,TXN00005908,USR24024,MCH1329,,,1603.01,DUP_DEBIT,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,Closed,2026-02-04 22:51:08,L,ivr,,,0,
CBK0002782,TXN00004814,USR53828,MCH2822,,,,fraud,Payment made to unknown merchant as per cust statement.,Rejected,,LOW,Branch,,,1,
CBK0000678,TXN00006912,USR67333,MCH9291,,,,account hacked,User reports money deducted but merchant denies receiving payment.,WIP,,MEDIUM,Branch,,,0,
CBK0002017,TXN00009156,USR53547,MCH6913,,,,charged twice,Customer says transaction was not authorized.,IN_PROGRESS,,Low,Branch,,,0,
CBK0001396,TXN00008851,USR34889,MCH8779,,,1383.51,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,Rejected,,MEDIUM,Branch,,,0,
CBK0000750,TXN00010355,USR45600,MCH5980,,2026-03-03,-1284.43,item not received,Complaint received after multiple failed attempts.,CLOSED,,P2,Email,,,0,2026-03-03
CBK0002021,TXN00012401,USR36322,MCH8425,,,13235.72,delivery issue,Customer says amount was debited twice.,CLOSED,,LOW,chatbot,,,0,
CBK0000977,TXN00003072,USR68775,MCH5569,,,,item not received,Customer complaint text unclear due to poor call center notes.,Open,,P4,Branch,,,0,
CBK0000640,TXN00012946,USR57297,MCH2401,,,,Service Not Provided,Suspicious high-value payment disputed by customer.,Closed,,P4,Email,,,0,
CBK0001144,TXN00018387,USR76178,MCH1024,,,741.15,FRAUD,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Open,,M,CHATBOT,,,1,
CBK0002611,TXN00001244,USR27732,MCH4473,,,722.73,suspicious transaction,Customer says txn was not authorized.,Rejected,,M,IVR,,,0,
CBK0002124,TXN00002782,USR13215,MCH4702,,,,merchant service issue,Suspicious high-value payment disputed by cust.,Rejected,,P2,App,,,0,
CBK0001212,TXN00010220,USR14892,MCH2296,,,4146.24,double debit,merchant service was not delivered after payment.,Resolved,,P4,ivr,,,0,
CBK0000027,TXN00014669,USR36534,MCH6898,2026-02-10,,,fraud,Customer says amount was debited twice.,RESOLVED,,P4,Email,,,1,
CBK0002385,TXN00016200,USR19881,MCH2065,,,,item not received,customer says amount was debited twice.,IN_PROGRESS,,M,Email,,,0,
CBK0001267,TXN00003341,USR56149,MCH6968,,,,Wrong Amount,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Rejected,,P4,Email,,,0,
CBK0002560,TXN00010384,USR77352,MCH2786,,,,complaint,Merchant service was not delivered after payment.,In Progress,,M,Branch,,,0,
CBK0001386,TXN00012491,USR83236,4552,,,-3187.1,Service Not Provided,User reports money deducted but merchant denies receiving payment.,CLOSED,2026-02-06 17:32:51,P2,Branch,,,0,
CBK0000397,TXN00011692,USR71635,MCH2757,,,,Duplicate Debit,Merchant service was not delivered after payment.,OPEN,,MEDIUM,ivr,,,0,
CBK0002613,TXN00008727,USR47519,MCH3071,,,253.89,complaint,Merchant service was not delivered after payment.,IN_PROGRESS,,Low,IVR,,,0,
CBK0001869,TXN00000074,USR49567,MCH3266,,,-1503.93,Wrong Amount,Customer says transaction was not authorized. urgent,Resolved,,P3,ivr,,,0,
CBK0002654,TXN00013866,USR55262,MCH4226,,,-3952.26,Account Takeover,Payment made to unknown merchant as per customer statement.,Rejected,2026-04-13 21:53:19,L,CHATBOT,,,0,
CBK0002714,TXN00001631,USR87649,3989,,,,not done by me,Suspicious high-value payment disputed by customer.,RESOLVED,2026-03-25 19:43:59,P4,ivr,,,0,
CBK0001562,TXN00018017,USR24710,MCH6971,,,1017.08,customer issue,User claims account was compromised before transaction.,Open,,M,chatbot,,,0,
CBK0001934,TXN00000863,USR78884,MCH9125,,,,merchant service issue,User says UPI PIN was not entered by them.,OPEN,,HIGH,chatbot,,,0,
CBK0000041,TXN00001568,USR27328,MCH3518,,,,Duplicate Debit,merchant service was not delivered after payment.,In Progress,2026-02-01 02:46:29,L,App,,,0,
CBK0001885,,USR59329,MCH5331,,,,fraud,user says upi pin was not entered by them.,REJECTED,,High,IVR,,,1,
CBK0001719,TXN00009609,USR13864,MCH7474,,,,login compromised,Customer says amount was debited twice.,CLOSED,,P2,ivr,,,0,
CBK0000006,TXN00007711,USR96033,MCH8372,2026-02-06,,842.88,incorrect amount,User reports money deducted but merchant denies receiving payment.,WIP,,High,Call Center,,,0,
CBK0001575,TXN00003257,USR24459,MCH6850,,,198.46,item not received,Merchant service was not delivered after payment.,Resolved,,P4,ivr,,,0,
CBK0002321,TXN00014977,USR11586,MCH2103,,2026-01-19,683.69,fraud,User claims account was compromised before transaction.,REJECTED,,HIGH,App,,,1,2026-01-19
CBK0000487,TXN00004712,USR85655,MCH1072,,,2950.32,account hacked,User says UPI PIN was not entered by them.,REJECTED,,CRITICAL,ivr,,,0,
CBK0002725,TXN00008319,USR50664,MCH9581,,,,Unauthorized Transaction,User reports money deducted but merchant denies receiving payment.,Closed,,P4,chatbot,,,1,
CBK0002628,TXN00016840,USR73920,MCH4401,,,276.74,dispute raised,customer says amount was debited twice.,OPEN,,P2,Branch,,,0,
CBK0002130,TXN00010659,USR82224,MCH4086,,2026-03-20,,charged twice,payment made to unknown merchant as per customer statement.,CLOSED,,L,ivr,,,0,2026-03-20
CBK0000935,TXN00017209,USR91820,MCH5221,,,1552.09,charged twice,Customer complaint text unclear due to poor call center notes.,CLOSED,,Medium,Email,,,0,
CBK0002163,TXN00012741,USR47358,MCH2822,,,,unauth txn,Customer complaint text unclear due to poor call center notes.,In Progress,,M,CHATBOT,,,0,
CBK0000210,TXN00001539,USR60489,MCH7607,,,,dispute raised,customer says transaction was not authorized.,WIP,,Medium,chatbot,,,0,
CBK0000972,TXN00017157,USR27216,MCH1366,,,,amount mismatch,Customer says transaction was not authorized. call dropped,Pending Bank,,M,Branch,,,0,
CBK0001378,TXN00013740,53440,MCH5264,,,-7287.56,amount mismatch,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,LOW,Email,,,0,
CBK0000498,TXN00013816,USR55662,MCH9760,,,-734.96,UNAUTHORISED,Customer complaint text unclear due to poor call center notes.,RESOLVED,,P4,ivr,,,1,
CBK0002011,TXN00005230,USR24993,MCH5993,,2026-01-18,,no service,User says UPI PIN was not entered by them.,REJECTED,,Medium,App,,,0,2026-01-18
CBK0002475,TXN00015216,USR46902,MCH4919,,2026-02-19,,not done by me,Suspicious high-value payment disputed by customer.,WIP,,P1,Call Center,,,0,2026-02-19
CBK0000024,TXN00007464,USR69440,MCH7458,,,,extra amount deducted,Complaint received after multiple failed attempts.,REJECTED,,P3,chatbot,,,0,
CBK0002300,TXN00009857,USR61606,6632,,,,item not received,Suspicious high-value payment disputed by customer.,REJECTED,,M,Branch,,,0,
CBK0002143,TXN78938,USR24536,MCH9291,,,2889.21,incorrect amount,user claims account was compromised before transaction.,CLOSED,,P3,Call Center,,,0,
CBK0000161,TXN00017149,USR60681,MCH8391,,,,suspicious transaction,suspicious high-value payment disputed by customer.,IN_PROGRESS,,HIGH,IVR,,,0,
CBK0001670,TXN00018666,USR83277,MCH7513,,,,unauth txn,Suspicious high-value payment disputed by customer.,Open,,P3,Branch,,,0,
CBK0000931,TXN00005802,USR60098,MCH6474,,,964.98,Fraud Suspected,user claims account was compromised before transaction.,Open,,M,ivr,,,1,
CBK0001176,TXN00012064,USR50427,MCH3651,,2026-03-29,,unauthorized_transaction,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,MEDIUM,Email,,,1,2026-03-29
CBK0001027,TXN00002451,USR57852,MCH2510,,,-224.97,not done by me,Customer complaint text unclear due to poor call center notes.,RESOLVED,,M,Call Center,,,0,
CBK0001490,TXN00003514,USR77962,MCH9344,,,1510.93,service failed,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Pending Bank,,Medium,CHATBOT,,,0,
CBK0000732,TXN00004610,USR32036,MCH3057,,,5879.13,scam,Suspicious high-value payment disputed by customer.,RESOLVED,,Medium,Email,,,0,
CBK0000216,TXN00011136,USR94832,MCH2451,,,,merchant service issue,user reports money deducted but merchant denies receiving payment.,Rejected,,P3,IVR,,,0,
CBK0002070,TXN00002337,USR40538,MCH4812,,,,scam,Merchant service was not delivered after payment.,Closed,,CRIT,Branch,,,0,
CBK0001887,TXN00011174,USR84917,MCH4909,,2026-03-01,2412.7,Customer Dispute,User reports money deducted but merchant denies receiving payment.,Pending Bank,,P3,IVR,,,0,2026-03-01
CBK0001789,TXN00007455,USR44134,MCH3520,2026-01-02,,1002.8,not delivered,merchant service was not delivered after payment.,Open,,High,IVR,,,0,
CBK0000641,TXN00007177,USR11036,3177,2026-01-17,,,unauth txn,Customer says amount was debited twice.,CLOSED,,Medium,Branch,,,0,
CBK0001964,TXN00002766,USR97332,MCH6356,2026-02-08,,,customer issue,User claims account was compromised before transaction.,Open,,M,ivr,,,0,
CBK0001842,TXN00012727,USR63387,MCH2945,,,,extra amount deducted,Customer says amount was debited twice.,Closed,,CRIT,ivr,,,0,
CBK0000974,TXN00010092,USR70647,MCH6974,2026-03-16,,1533.39,fraud,Merchant service was not delivered after payment.,OPEN,,P4,IVR,,,1,
CBK0001292,TXN00018296,USR56334,MCH1320,2026-03-11,,,DUP_DEBIT,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Closed,,M,ivr,,,0,
CBK0002754,TXN00014491,40425,MCH1768,,,,login compromised,Complaint received after multiple failed attempts.,WIP,,P4,IVR,,,0,
CBK0002287,TXN00004573,USR40925,MCH4181,,,495.68,extra amount deducted,Customer says amount was debited twice.,Closed,,Medium,IVR,,,0,
CBK0000037,TXN00005659,USR96672,MCH9397,2026-03-07,,-2505.44,customer issue,User reports money deducted but merchant denies receiving payment.,WIP,,M,ivr,,,0,
CBK0000726,TXN00016050,USR43040,MCH4578,,2026-01-26,,amount mismatch,User says UPI PIN was not entered by them.,Resolved,,P3,IVR,,,0,2026-01-26
CBK0002577,TXN00004121,USR90720,MCH8154,,,,charged twice,Complaint received after multiple failed attempts.,In Progress,,HIGH,CHATBOT,,,0,
CBK0001624,TXN00012795,USR83035,MCH3452,,,,item not received,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,CLOSED,2026-02-10 16:03:46,Medium,IVR,,,0,
CBK0002259,TXN00013350,USR98061,MCH8037,,,,not delivered,Complaint received after multiple failed attempts.,Pending Bank,,P3,CHATBOT,,,0,
CBK0002144,TXN00008909,USR70631,MCH6347,,,,Unauthorized Transaction,Customer complaint text unclear due to poor call center notes.,RESOLVED,,LOW,Call Center,,,1,
CBK0001300,TXN00009464,USR85148,MCH7648,2026-02-09,,,account hacked,Merchant service was not delivered after payment.,PENDING_BANK,,HIGH,ivr,,,0,
CBK0002037,TXN00000736,USR80842,MCH3769,2026-03-15,,,account hacked,User reports money deducted but merchant denies receiving payment.,WIP,,Low,CHATBOT,,,0,
CBK0001277,TXN00010511,USR79673,MCH3992,,,12071.05,complaint,User says UPI PIN was not entered by them.,Closed,,P4,Email,,,0,
CBK0001875,TXN00017156,USR39926,MCH4882,,,-1059.67,login compromised,user reports money deducted but merchant denies receiving payment.,Rejected,,Medium,App,,,0,
CBK0002724,TXN00007282,USR52296,MCH8854,,,9729.28,extra amount deducted,Payment made to unknown merchant as per customer statement.,PENDING_BANK,,MEDIUM,Branch,,,0,
CBK0002354,TXN00009248,72500,MCH5264,,,-728.36,incorrect amount,user claims account was compromised before transaction.,Resolved,,Critical,Email,,,0,
CBK0002027,TXN00002894,USR72952,MCH7286,,,,customer issue,Customer says amount was debited twice. pls check asap,WIP,,P3,CHATBOT,,,0,
CBK0001440,TXN00009124,USR51720,MCH1539,,,,service failed,Customer says transaction was not authorized.,IN_PROGRESS,,M,IVR,,,0,
CBK0001493,TXN00006595,USR31543,MCH5575,,,,extra amount deducted,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Pending Bank,,Low,Call Center,,,0,
CBK0002689,TXN00011270,USR88203,MCH3731,,,,not done by me,Payment made to unknown merchant as per customer statement.,Open,2026-03-23 08:07:52,P4,CHATBOT,,,0,
CBK0001217,TXN00010449,USR44544,MCH3100,,,,service failed,User claims account was compromised before transaction.,Resolved,,L,Call Center,,,0,
CBK0001517,TXN00016968,USR40843,MCH2266,,,1768.72,ATO,Merchant service was not delivered after payment.,Rejected,,Medium,App,,,0,
CBK0001187,TXN00012133,USR31699,MCH5290,,,,login compromised,Complaint received after multiple failed attempts.,PENDING_BANK,,L,App,,,0,
CBK0001516,TXN00013162,USR27947,MCH4181,,,221.35,service failed,Customer says transaction was not authorized.,Closed,,High,App,,,0,
CBK0000320,TXN00014355,USR27329,MCH4446,,,-493.43,DUP_DEBIT,Merchant service was not delivered after payment.,Pending Bank,2026-04-02 07:51:22,M,chatbot,,,0,
CBK0001107,TXN44609,USR77130,MCH2757,,,771.44,customer issue,Customer complaint text unclear due to poor call center notes.,RESOLVED,,P3,App,,,0,
CBK0002375,TXN00011957,USR43004,MCH4590,,2026-03-09,,ATO,User reports money deducted but merchant denies receiving payment.,WIP,,M,Email,,,0,2026-03-09
CBK0000151,TXN00005861,USR31659,MCH5954,,,10091.73,amount mismatch,User reports money deducted but merchant denies receiving payment.,REJECTED,,P4,Email,,,0,
CBK0001351,TXN00015779,USR29306,MCH1450,2026-01-06,,,ATO,customer complaint text unclear due to poor call center notes.,Open,,L,CHATBOT,,,0,
CBK0001111,TXN00009206,USR23400,MCH6695,,,,delivery issue,Merchant service was not delivered after payment.,OPEN,,P2,Call Center,,,0,
CBK0000545,TXN00011868,USR25128,MCH3714,2026-02-02,,1080.46,account hacked,Payment made to unknown merchant as per customer statement.,Pending Bank,,Low,CHATBOT,,,0,
CBK0002717,TXN00010611,USR62341,MCH6810,,,1248.48,Customer Dispute,User says UPI PIN was not entered by them.,REJECTED,,HIGH,CHATBOT,,,0,
CBK0001384,TXN00016135,USR75723,MCH7246,,,,Unauthorized Transaction,Merchant service was not delivered after payment.,Open,,MEDIUM,chatbot,,,1,
CBK0002625,TXN00004157,USR67803,MCH8154,,2026-02-04,,dispute raised,Customer says transaction was not authorized.,Open,,Low,Call Center,,,0,2026-02-04
CBK0002253,TXN00003501,USR85258,MCH4018,,,,dispute raised,Payment made to unknown merchant as per customer statement.,Resolved,,M,Call Center,,,0,
CBK0002128,TXN00007497,USR22535,MCH7048,,,-5331.95,scam,User claims account was compromised before transaction. urgent,In Progress,,High,App,,,0,
CBK0000184,TXN00001095,USR35485,MCH7351,,,,dispute raised,User claims account was compromised before transaction.,REJECTED,,MEDIUM,IVR,,,0,
CBK0001646,TXN00008404,USR50087,MCH8857,,,,unauth txn,Customer complaint text unclear due to poor call center notes.,In Progress,,LOW,IVR,,,0,
CBK0002445,TXN87166,USR20310,MCH3100,,,2084.49,login compromised,User says UPI PIN was not entered by them.,Resolved,2026-03-11 01:21:40,MEDIUM,Call Center,,,0,
CBK0001479,TXN00008854,USR96222,MCH8391,,,2299.14,extra amount deducted,Suspicious high-value payment disputed by customer.,REJECTED,2026-04-15 13:27:49,MEDIUM,CHATBOT,,,0,
CBK0002009,TXN00007679,USR85277,MCH4226,,,504.58,service failed,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Open,,H,Branch,,,0,
